,subscribed
30778,0
41149,1
10297,0
14547,0
7384,0
30677,0
5296,0
16526,0
14060,0
33369,0
7444,0
26757,0
26220,0
28094,0
29017,0
1705,0
8731,0
4200,0
9854,0
36387,1
3200,0
13907,0
10157,0
30762,0
3471,0
16170,0
40232,0
29016,0
35317,0
29074,0
28528,1
35292,0
37605,0
16141,0
27383,0
30842,0
16008,0
31443,0
24144,0
17965,0
32928,0
37213,0
24842,0
38676,1
32626,1
18539,0
23294,0
8835,0
8540,0
18410,0
11290,0
9367,0
20104,0
35318,0
6469,0
12848,0
32652,1
32673,0
20922,0
27033,0
17293,0
6706,0
14323,0
27831,0
16882,0
8236,0
38323,0
37398,0
15324,0
38824,1
21190,0
25467,0
12025,0
4938,0
35388,0
8769,0
7359,0
610,0
29148,0
18577,0
27762,0
4586,0
16178,1
33904,0
29556,0
15675,0
10134,0
3751,0
1407,0
997,0
29873,0
33292,0
28,0
21698,0
40825,0
4851,0
26635,0
35380,0
35463,0
21608,0
32094,1
13077,0
14341,0
29285,0
3136,0
10244,1
2716,0
15240,0
29725,0
3164,0
12350,0
23711,0
29930,0
6947,0
35056,0
25312,0
16782,0
5683,0
4933,0
27206,0
7389,0
37930,0
36325,0
30029,1
28539,0
809,0
15572,0
34205,0
19100,0
7993,0
36450,1
8670,0
27706,1
32314,0
6437,0
18878,0
2155,0
5688,0
35676,0
6658,0
13201,0
7438,0
35876,0
2131,0
36678,0
16106,0
29495,0
10006,0
16080,0
28764,0
6718,0
25234,0
35021,0
40549,0
19959,1
15927,0
17541,0
478,0
14418,0
24066,0
13439,0
35458,0
17644,0
12534,0
39103,1
35132,0
24988,0
33472,0
13060,0
8977,0
6679,0
37028,1
2034,0
15292,0
4213,0
11050,0
31632,0
34893,0
31986,0
10804,0
24554,0
9442,0
25628,0
27859,1
23105,0
36181,0
9616,0
16011,0
39577,0
4559,0
30055,0
26829,0
20133,0
26096,0
4025,0
24918,1
5526,0
11762,0
32352,0
38548,1
18804,0
24586,0
11724,0
16555,1
23630,0
26637,0
2222,0
15206,1
21794,0
27252,0
20852,0
36634,0
34272,0
17287,0
1803,0
29143,0
41063,0
40126,0
28292,0
24254,0
25931,0
7763,0
25524,0
29793,0
19123,1
25385,0
16721,0
38644,0
3634,0
24442,0
36207,0
16965,0
15885,1
36751,1
12982,0
333,0
23881,0
13308,0
37239,0
15390,0
8685,0
30295,0
27410,0
18591,0
33964,0
28873,0
32837,0
15310,0
24718,0
28489,0
2191,0
170,0
23111,0
17997,0
1481,0
1363,0
13181,0
28669,0
38238,0
15368,0
28429,0
15258,0
38138,0
7086,0
30124,0
24051,1
38075,0
30087,0
37255,0
1906,0
27993,0
17949,0
22128,0
12232,0
289,0
29392,0
13647,0
9464,0
18130,0
36827,0
842,0
27093,1
1572,0
17894,0
7137,0
14133,1
2002,0
26447,0
26642,0
12838,0
4172,0
32465,0
39673,0
20926,0
3402,0
28734,0
26724,0
8161,0
40754,1
32130,0
12542,0
5923,0
31876,0
35920,0
229,0
13705,1
21378,0
28712,1
34087,0
26510,0
29746,0
5745,0
7617,1
1040,0
15316,0
19438,0
32235,0
13312,0
28972,0
21411,0
26508,0
11227,1
27761,1
37988,0
40349,1
13254,1
33744,0
24141,0
39589,1
8100,0
12731,0
15475,0
34597,1
29330,0
24738,0
34262,0
4262,1
36368,0
6216,0
15981,0
13412,0
37337,1
14129,0
21743,0
26517,0
19055,0
13837,0
35701,0
446,1
35228,0
24481,0
4918,0
35033,0
24621,0
18979,1
36018,0
27440,0
9976,0
20156,0
37824,0
15833,0
23750,0
37176,1
30049,0
1311,0
40989,0
27725,1
30410,1
10133,0
17003,1
35898,1
2932,0
10321,0
18664,0
21790,0
40640,1
7795,0
30080,1
9704,0
15779,0
40892,0
3641,0
33824,0
10111,0
24909,0
23692,0
12740,0
24692,0
34013,0
1833,0
8987,0
35838,0
36919,0
26326,0
35181,0
28630,0
5866,0
2320,0
3388,0
17582,0
39897,0
15037,0
35164,0
37947,0
23464,0
53,0
5838,0
3698,0
22630,0
29519,0
23474,0
7794,0
9421,0
39905,0
18968,0
27744,0
35139,0
16619,0
7888,0
37278,1
30268,0
15505,0
24635,0
19118,0
29135,0
30887,0
28340,0
4615,0
4588,0
3813,0
19814,0
37550,1
14529,0
7668,0
11641,0
21943,0
19909,0
460,0
39282,1
568,0
17378,0
36079,0
15267,0
9258,0
9787,0
27277,1
18995,0
25098,0
33573,0
12348,0
274,0
15849,0
10506,0
38088,0
4497,0
17366,1
29264,1
14632,0
20600,0
23377,0
2235,0
38215,1
24499,0
40866,0
32664,0
35824,1
34310,0
31208,0
35182,0
13652,0
563,0
21976,0
37588,1
29125,0
9868,0
38454,0
8734,0
5377,0
18017,0
21625,0
30193,0
25480,0
15751,0
15621,0
16124,0
969,0
40747,1
2990,0
30009,1
34642,0
12320,0
41158,1
8616,0
14850,0
6259,0
40073,0
18042,0
41101,1
30420,0
27564,0
25107,0
3515,0
34520,0
28232,0
22120,0
8515,0
34327,0
33732,1
31404,0
1449,0
37519,0
11667,0
9319,0
33099,0
3472,0
10136,0
2614,0
1270,0
24730,0
14573,0
24446,0
40094,0
4402,0
11571,0
3343,0
1101,0
28548,0
13063,0
8247,0
31434,0
12618,0
34842,0
28649,0
8868,0
26780,0
18442,0
10740,0
31198,0
39890,1
36685,1
37318,0
20371,0
15719,0
24722,0
2552,0
606,0
27150,1
12633,0
33145,0
17705,0
26578,0
34366,0
17970,0
29735,1
20160,0
9807,0
32602,0
8184,0
15428,0
5248,0
26258,0
5413,1
29184,0
2303,0
2432,0
32459,0
4936,0
5389,0
4016,0
3057,0
5886,0
4669,0
20372,1
36020,1
7078,0
1403,0
4879,0
26797,0
18630,0
8879,0
10063,0
30030,0
29909,0
41115,0
17712,0
21863,0
24429,0
13228,0
3190,0
27472,0
7848,0
4994,0
32639,0
18760,0
27062,0
2681,0
37235,1
17236,0
8498,0
29636,0
4743,0
5813,0
7126,0
6735,1
41084,1
7446,0
4363,0
22086,0
12816,0
34964,0
1283,0
30591,0
18713,0
40154,0
36744,1
14445,0
28019,0
29070,0
9399,0
9400,0
39053,1
25421,0
11311,0
20607,0
13242,0
33796,0
34996,0
8244,0
36821,0
6368,0
36561,0
29102,0
28484,0
8415,0
16149,1
31995,0
12005,0
28829,1
31610,0
37123,0
438,0
39875,1
5602,0
30743,0
16786,0
4908,0
689,0
38085,0
40074,0
2644,1
282,0
28906,0
25308,0
33747,0
4910,0
9935,0
30438,1
5113,0
3674,0
32168,0
19124,0
40337,0
6905,0
4905,0
38858,0
18036,0
6576,0
8125,0
27610,0
17036,0
17535,0
21529,0
2381,0
3728,0
27799,1
9485,0
39925,1
9701,0
1292,0
36397,0
3280,0
18892,0
6609,0
10864,0
17117,0
17621,0
31923,0
13763,0
31569,0
7135,0
7838,0
7648,0
28301,1
39433,1
11687,1
15050,0
7067,0
37630,1
22851,0
16645,0
30536,0
38244,1
6594,0
36779,0
7293,0
37553,1
6028,0
26150,0
34957,0
31707,0
4798,0
30699,0
26953,0
21441,0
4741,0
25368,0
473,0
29956,0
28724,0
20796,0
25455,0
27053,0
12491,0
23460,0
14720,0
15049,0
31746,0
33600,0
29064,1
15043,0
29401,0
36161,0
25576,0
36787,0
7958,0
22462,0
10631,0
11660,0
8098,0
956,0
6018,0
17897,0
95,0
7278,0
27367,0
39457,0
7096,0
34007,0
38844,0
38473,1
7009,0
28103,1
18719,0
13790,0
3985,0
1043,0
4535,0
27097,0
11802,0
32988,0
30772,0
17589,0
38432,1
35575,0
1015,0
19145,1
30497,0
3416,0
15562,0
11379,0
11087,0
25973,0
688,0
10465,0
6169,0
35850,0
13301,0
8445,0
29234,0
26106,0
33166,0
23122,0
36524,0
2861,0
39994,0
35976,0
15940,0
12193,0
3742,0
12874,1
18479,0
33152,0
11440,0
12897,0
6253,0
36198,0
30925,0
31789,0
20165,1
26375,0
27538,0
13286,0
6087,0
12313,0
36230,0
11145,0
29060,0
1053,0
32884,0
19646,0
12991,0
5453,0
14210,0
34247,0
39623,1
38175,1
10813,0
14758,1
18185,0
19223,0
5955,0
22684,0
16653,1
28047,0
18908,0
25511,0
31927,1
8229,0
28014,0
37805,0
39393,1
26544,0
12400,0
33210,0
35857,1
16184,0
12494,0
30148,0
31968,0
17937,0
17536,0
4131,0
27868,0
38561,0
10897,0
27962,1
21572,0
3531,0
35546,0
41064,0
19923,0
3585,0
25224,0
13833,0
33950,0
24821,0
13267,0
30391,1
10148,0
40900,0
33847,0
17400,0
7263,1
21498,0
31791,0
31420,0
39952,0
36971,1
32102,0
33795,0
5095,0
32902,0
34258,0
6468,0
2982,0
13214,1
25580,0
20299,1
15946,1
8335,0
18313,0
24136,0
20742,0
36607,0
21661,0
5134,0
36728,1
6669,0
5850,0
2424,0
34916,0
25498,0
5697,0
40954,1
35606,0
1253,0
27190,0
32248,0
15295,0
1077,0
38092,1
18196,0
34468,0
25933,0
14692,0
40618,0
9824,0
27697,1
5356,0
10427,0
30459,1
37516,0
2164,0
40369,1
24389,0
40212,1
38169,1
6641,0
22341,0
458,0
11783,0
38796,0
38850,1
31325,0
29866,0
823,0
33920,0
32844,0
24103,0
8337,0
4584,0
12469,0
27027,0
30653,0
32136,0
6034,0
18862,0
17094,0
25837,0
7580,0
10991,0
856,1
33450,0
10533,0
37452,1
19895,0
12403,0
18456,0
2370,0
5081,0
10582,0
28745,0
14786,0
12417,0
24794,0
33133,0
453,0
18922,0
3731,0
12439,0
22729,0
748,0
26073,0
39794,0
6260,0
14973,0
26077,0
35475,0
14294,0
1934,0
29747,0
14650,0
12349,0
26931,0
1357,0
36914,0
25590,0
35874,0
4364,0
3093,0
21735,0
40051,1
16115,0
27897,0
6829,0
12200,0
23170,0
22560,0
30847,0
10193,0
25747,0
3711,0
15974,0
27806,1
6275,0
35479,0
12048,0
38937,0
11034,0
1985,0
20822,0
9128,0
10206,0
12589,0
16057,0
30171,1
8087,0
5310,0
17509,0
1004,0
23357,0
898,0
37593,0
3055,0
21610,0
31648,0
3383,1
4075,0
29952,0
31079,0
9958,0
15100,0
6828,0
17996,0
37285,0
27597,0
17435,0
19642,0
24943,0
40768,1
19608,0
10952,0
38673,1
21933,0
17942,0
13302,0
21772,0
892,0
15094,0
13777,0
10540,0
23188,0
5519,0
35929,0
32781,0
16862,1
34767,0
32604,0
15732,0
8299,0
1545,0
8388,0
11906,0
4693,0
11070,0
37042,0
1569,0
24148,0
15321,0
8338,0
13597,0
21606,0
19359,0
8624,0
3014,0
29083,0
30794,0
26384,0
5694,0
10075,0
17448,0
28911,0
10752,0
17926,0
8322,0
1624,0
29141,0
29926,0
7118,0
34948,0
39487,1
19491,0
23140,0
9108,0
35967,1
21176,0
39147,1
7049,0
40613,0
16218,0
12351,0
2926,0
10369,0
32140,0
28386,0
18455,0
16663,0
27347,0
849,0
3521,0
24057,0
67,0
464,0
12000,0
16500,0
10516,0
5069,0
20333,0
2660,0
26172,0
8514,0
4521,0
30735,0
26466,0
25951,1
21383,0
31804,1
27798,0
35770,0
13274,0
22827,0
20256,0
8733,0
34810,0
32688,0
3459,0
7182,0
178,0
30150,0
8466,0
15210,1
33512,0
31069,0
32434,0
31505,0
38343,0
5274,0
11173,0
35472,0
10340,0
18013,0
7861,0
7104,0
1308,0
18761,0
32184,0
4545,0
34326,0
33561,0
17256,0
30052,0
11812,0
39829,1
7349,0
22994,0
31449,0
15111,0
9010,0
34413,0
27295,0
29484,0
33699,0
25136,0
21469,0
30434,0
11147,0
4018,0
3394,1
37758,0
27609,0
41130,1
25236,0
12864,0
7546,0
26611,1
25996,0
32672,0
40041,1
22293,0
3927,0
11813,0
18213,0
3356,0
35993,0
5996,0
13864,0
13184,0
27304,0
2636,0
33453,0
31058,0
31474,0
27261,0
27109,0
2570,0
20477,0
15470,0
16250,0
5335,0
4239,0
9058,0
13315,0
17793,0
5742,0
40502,0
26779,0
40646,0
30975,0
36687,0
29374,0
35788,0
26380,0
13475,0
29043,0
35209,0
28027,1
33693,0
24152,0
20806,0
16932,0
22646,0
33314,0
32732,0
831,0
6296,0
40164,0
15224,0
9396,0
22124,0
32530,0
9617,0
477,0
581,0
10404,0
40313,1
5124,0
6245,0
19863,0
5851,0
22222,0
3398,0
17794,0
31951,0
6502,0
29797,0
38848,0
18468,0
25197,0
10642,0
19523,0
20603,0
16576,0
17301,0
40681,0
7180,0
3076,0
24795,0
25995,0
2664,0
25169,0
19355,0
15730,0
14946,0
37079,1
601,0
36053,0
9595,0
37523,1
18838,1
10153,0
5933,0
32062,0
28099,0
29388,0
10203,0
6878,0
6053,0
39428,1
15297,0
40729,0
25871,0
27241,0
19912,0
33695,0
37636,0
3393,0
14112,0
7641,0
21274,0
30544,0
13057,0
34159,0
19168,0
24211,0
22598,0
37231,0
39318,1
20769,1
23622,0
31029,0
40935,1
22466,0
28792,0
28180,0
12745,0
502,0
2981,0
7007,0
36199,0
30152,0
38719,0
3118,0
3950,0
26138,0
20549,0
7150,0
38680,1
24776,0
2392,0
24326,0
28815,0
25012,0
10869,0
28678,0
19339,0
24579,0
63,0
32676,0
19480,0
9797,0
39225,0
30997,0
25139,0
10537,0
12339,0
33237,0
11671,0
27204,0
1263,0
32030,0
27179,0
35996,1
32650,0
15231,0
27095,0
31582,0
8507,0
38198,1
31042,0
27365,0
7175,0
37136,0
11072,0
14348,0
16183,0
2323,0
13634,0
13257,0
10547,0
1250,0
24566,0
34663,0
29236,0
11438,0
26824,0
10618,0
21704,0
25302,0
9100,0
26217,0
7615,0
3757,0
5502,0
21169,0
13531,0
20787,0
30876,0
27035,0
25128,0
32047,0
36922,0
19094,0
33410,0
14492,0
23826,0
27876,0
40799,0
24558,0
19690,0
9138,0
11750,0
2879,0
40746,1
27589,0
2396,0
37489,0
8795,0
30694,0
35218,0
9282,0
2324,0
37726,0
22679,0
26227,0
38054,1
20409,0
5299,0
19829,0
25269,0
14506,0
4554,0
27559,0
20606,0
21801,0
39118,1
3924,0
17911,0
12026,1
2233,0
3080,0
6599,0
40558,1
33653,0
40390,1
34080,1
883,0
37814,1
8590,0
39503,0
26981,0
37217,1
10559,0
33575,0
4486,0
14549,1
23940,0
2017,0
38284,1
35424,1
22896,0
33692,0
38335,1
10256,0
4498,0
5747,0
19222,0
21283,0
4177,0
6495,0
495,0
26489,0
33212,0
33538,0
4029,0
6546,0
24158,0
487,0
18506,0
8747,0
5679,0
39548,0
28192,0
31056,0
10236,1
5682,0
10860,0
24209,0
15154,0
23505,0
38922,1
37549,0
39329,0
11055,0
30937,0
3841,0
15704,0
17043,0
11048,0
34414,1
15574,0
12938,0
33971,0
25071,0
33100,0
5273,0
29810,0
1696,0
26670,0
22550,0
34101,0
21321,0
27690,0
6907,0
1102,0
5323,0
18220,0
39156,0
1948,0
13614,0
31334,0
11563,0
21145,0
27256,0
14910,0
19056,0
28032,1
38944,0
13546,0
40058,0
27125,0
29834,0
834,0
41099,1
39184,0
23423,0
11559,0
38118,0
40083,0
32145,0
12422,0
13624,0
31475,0
32267,0
3506,0
74,0
39311,0
28307,0
36132,1
19183,0
40812,1
22559,0
14679,1
31453,0
16296,0
2909,0
34492,1
29580,0
3941,0
20627,0
29337,0
14309,0
31864,0
16264,0
39250,0
36935,0
14143,0
4887,0
2128,0
10316,0
22548,0
6093,0
8792,0
18507,1
37506,0
21110,0
15582,0
17995,0
41098,1
8064,0
18166,0
23722,0
10289,0
2480,0
40828,1
1172,0
22270,0
40304,0
37146,1
31406,0
12981,0
15967,0
38349,0
4600,0
38788,1
2401,0
29164,0
21097,0
6142,0
35822,0
33625,0
35363,1
17486,0
1588,0
26299,1
13219,1
32757,0
10951,0
31575,0
39444,1
26201,0
19370,1
32503,0
30182,1
30005,1
9024,0
40145,1
34156,0
9309,0
40598,0
33377,0
32011,0
29613,0
26158,0
38754,1
5903,0
39021,0
40723,0
17418,0
37546,0
9300,0
16655,0
14253,0
602,0
18194,0
5987,0
9417,0
13498,0
1982,0
20235,0
30232,0
756,0
26733,0
21282,0
3100,0
12003,0
26234,0
34160,0
1452,0
23455,0
21758,0
20004,0
21607,0
16532,1
32690,0
917,0
497,0
21562,0
25115,0
2407,0
565,0
8581,0
15978,0
34091,0
1492,0
37710,0
2671,0
39777,0
35438,0
4583,0
7100,0
20554,0
10773,0
3683,0
6227,0
28766,0
25313,0
40755,1
13330,0
8997,0
21795,0
14714,0
17826,0
24596,0
6252,0
29590,0
32779,0
1757,0
39117,1
16646,0
15402,0
1193,0
8175,0
29389,1
7878,1
2430,0
15341,1
19328,0
18012,0
36700,0
27486,0
35574,0
5559,0
3662,0
30102,0
26866,1
6155,0
32161,0
11525,0
19750,0
33364,0
19795,0
12833,0
13540,0
3534,0
26168,0
22385,0
2978,0
39293,1
26561,0
5912,0
10095,0
34364,0
14305,0
36882,0
5658,0
24973,0
36157,0
37092,0
1381,0
19821,0
30213,0
36825,0
4207,0
31544,0
1596,0
20285,0
5564,0
5639,0
13035,0
34002,0
21626,0
35291,0
41060,1
40286,1
30520,0
40690,0
24298,0
1997,0
30042,0
35426,1
8652,0
18382,0
8653,0
4706,0
12236,0
2517,0
4624,0
11376,0
39542,1
33805,0
14229,0
38656,0
21694,0
39376,1
18983,0
29430,0
4715,0
30647,0
38553,1
10178,0
26085,0
14821,0
32888,0
2980,0
29008,0
40846,0
12405,0
33534,1
30471,0
32181,0
13406,0
18709,0
17371,1
445,0
34558,0
18214,0
19140,0
8438,0
4292,1
30417,0
32839,0
3518,0
13880,0
8481,0
13036,0
14543,0
16902,0
19979,0
40929,1
36211,1
39697,0
4685,0
38774,0
9521,1
19545,0
39734,0
26070,0
24737,0
9725,0
25272,0
35138,0
19180,0
3324,0
26324,0
36098,0
31400,0
8883,0
24837,0
15755,0
15247,0
3706,0
29788,0
354,0
21214,0
787,0
34092,0
37272,1
10463,0
39820,0
5208,0
10680,0
32453,0
32417,0
33129,0
2549,0
595,0
19417,0
39385,0
12379,0
11047,0
37265,1
5467,0
17143,0
21014,0
37996,0
35462,0
17346,0
20975,0
19716,0
21265,0
6930,0
28436,0
1587,0
30871,0
27103,0
31522,0
32253,1
6107,0
8016,0
2288,0
31240,0
13086,0
17317,0
36416,0
21072,0
37051,0
25508,1
26293,0
7365,0
35870,1
12929,0
37907,1
6917,0
28433,0
40842,0
113,0
36122,0
23007,0
24368,0
31363,0
10216,0
1044,0
40655,1
35855,0
15125,0
40412,1
28448,0
31615,0
32064,0
39480,0
33716,1
11672,0
5773,0
4099,0
41080,0
29611,0
28314,0
39330,0
34234,0
23909,0
23554,0
40332,1
4865,0
7779,0
28968,0
24858,0
15107,0
5345,1
3247,0
20956,0
6531,0
10155,1
21831,0
30275,0
18169,0
11235,0
28033,0
17037,0
6960,0
30299,1
10573,0
26550,0
16613,0
5919,0
30897,0
30516,0
27363,0
26789,0
25546,1
41058,0
19149,0
6223,0
8270,0
39776,0
32227,0
10525,0
16440,0
5226,0
8564,0
14703,0
25285,0
8875,0
40650,0
32112,0
22087,0
15511,0
40571,0
7733,0
3372,0
32118,0
15203,0
29923,0
10697,0
4261,0
35114,0
15047,0
29385,0
10397,0
13040,0
21985,0
27174,0
20100,0
15174,0
22659,0
25630,0
37715,1
33376,0
37532,0
34298,0
26879,0
39173,1
14392,0
23135,0
10405,0
16387,1
24784,0
35165,0
921,0
14847,0
22600,0
25116,0
35162,0
33523,0
33248,0
23118,0
36007,0
20889,0
26002,0
12615,0
12785,0
31688,1
10050,0
31132,0
3246,0
22325,0
1126,0
24995,0
19242,0
5708,0
37655,0
10417,0
33741,0
16051,1
17702,0
37363,0
25601,0
3917,0
11613,0
33393,0
13929,0
3359,0
4103,0
14609,0
6665,0
11102,0
31693,1
15108,0
22403,0
23110,0
39748,1
24660,0
8119,0
21892,0
28430,0
24433,0
7964,0
18504,0
29552,0
40106,0
29893,0
13281,0
12752,0
32648,0
27748,1
10934,0
14106,0
32959,0
17758,0
9180,0
7052,1
18381,0
25906,0
1694,0
12995,0
3291,0
12525,0
21981,1
7946,0
27043,1
30799,0
28618,0
38951,1
9153,0
22633,0
39596,0
32967,0
19152,0
20015,0
26941,0
22945,0
8377,0
311,0
29614,0
32566,0
26199,0
32910,0
8264,0
40234,1
37151,0
40669,1
32856,0
38712,1
8994,0
24841,0
11912,0
14342,0
22489,0
15964,0
36146,1
14733,0
23920,0
10690,0
3335,0
12698,0
26307,1
12250,0
18876,0
30077,1
39967,1
7919,0
41168,0
23621,0
30816,0
40787,1
5440,1
4276,0
39915,0
7465,0
4875,0
38514,0
10181,1
10821,0
5852,0
40163,0
18781,0
21900,0
26648,0
8967,0
33072,0
6622,0
5005,1
35837,0
14912,0
20221,1
5250,0
32376,0
3103,0
5375,0
11425,0
39570,1
8456,0
19960,0
4146,0
32857,0
17830,0
10229,0
38294,0
20084,0
35287,0
26376,0
11757,0
11495,0
40501,1
1909,0
15027,0
34695,0
1718,0
28468,0
35685,0
11101,0
29219,0
28752,0
24630,0
6177,0
20768,0
2163,0
27970,0
7577,0
21025,1
29448,0
2756,0
25883,0
8993,0
37821,0
31961,0
18891,0
39463,1
9685,0
27345,0
8343,0
11922,0
21386,1
14735,0
22589,0
23730,0
26618,0
21555,0
36514,0
28900,0
11766,0
34220,0
39132,1
19302,0
22294,0
138,0
21792,0
36029,0
15510,0
25909,0
22911,0
32952,0
1002,0
2944,0
17663,0
38484,0
25163,0
3352,0
30570,0
28666,0
12556,0
14909,0
11017,1
29357,0
32552,0
37738,1
29606,0
37190,1
29049,0
12796,0
6511,0
15622,0
31564,0
1323,0
25530,0
10101,0
28305,0
3632,0
19382,0
3769,0
38127,0
4746,0
11845,0
10104,0
16457,0
25701,0
18947,0
3922,0
11143,0
18148,1
1048,0
7265,0
35246,1
14021,0
5792,0
1591,0
29214,0
11075,0
12826,0
28974,0
14775,0
39281,0
37160,0
22878,0
35356,0
27718,1
7766,0
6113,0
327,0
35119,0
14851,0
6157,0
19721,0
39418,0
28137,0
29371,0
31053,0
19776,0
9411,0
5016,0
37703,0
36341,0
18966,0
16312,0
24646,0
25755,0
38381,1
20012,0
32981,0
17698,0
39239,1
36187,0
12927,0
22157,0
13126,0
37250,1
27420,0
34249,0
27752,1
22802,0
17825,0
26729,0
2708,0
38422,1
15165,0
39995,0
1230,0
4953,0
21787,0
7410,0
35265,0
26904,0
39724,1
31526,0
13062,0
9693,0
40158,0
33849,0
1423,0
13172,1
12733,0
16338,0
14088,0
22641,0
26792,0
40615,0
433,0
9697,0
33810,0
13973,1
30949,0
26716,0
16825,0
12595,0
16505,0
18019,0
25968,0
4726,0
28936,0
18821,0
13277,1
34758,0
23743,0
789,0
39035,1
5357,0
34941,0
33048,0
20531,0
40904,1
34508,0
8040,0
21766,0
5744,0
20489,0
10018,0
37312,0
14929,0
14511,0
7320,0
33686,0
40971,0
19728,0
5200,0
1310,0
33262,0
15331,0
17932,0
2493,0
1316,0
31784,0
15896,0
23780,0
5546,0
24366,0
38668,0
36204,0
17999,0
24391,0
1364,0
40483,1
39262,0
40056,0
40171,0
13617,0
18248,0
11502,0
38598,0
23944,0
2476,0
36035,0
2279,0
26607,0
35771,0
29948,0
39534,0
6767,0
20304,0
25552,0
12252,0
38669,1
3972,0
3925,0
32849,1
13256,0
29368,0
20778,1
35335,0
7055,0
7178,0
35581,0
24386,0
38481,0
15461,0
1045,0
10616,0
2684,0
3786,0
13331,0
29668,0
11029,0
39425,1
4026,0
7400,0
6213,0
5195,0
22311,0
34412,0
43,0
29553,0
14989,0
26372,0
17585,0
15145,0
35328,0
13104,0
27106,0
26062,0
4242,0
30526,0
36941,0
24922,0
9531,0
33739,0
26240,0
37053,1
37807,0
23983,0
27123,0
22757,0
28557,0
4522,0
9170,0
7777,0
23535,0
24052,1
37857,0
12074,0
15294,0
37267,1
18865,0
21331,0
3965,0
33003,0
29242,0
14039,0
11981,0
14364,0
1761,0
39284,0
39962,0
40379,1
29146,0
27809,0
30539,0
5739,0
9183,0
35221,0
26081,0
25958,0
19918,1
18087,0
27337,0
865,0
2673,0
34022,0
15843,0
20275,0
31786,0
12602,0
38995,1
24435,0
18959,0
39041,1
38927,0
20738,0
33730,0
12340,0
13280,0
3997,0
38605,1
20277,0
11410,0
3552,0
26946,0
20341,0
21497,0
22085,0
12650,0
18600,0
10885,0
39307,1
34112,0
30069,1
14054,0
36888,0
32020,1
11212,0
31311,0
21860,0
31846,0
4379,0
32256,0
20969,0
11595,0
23559,1
8840,0
7758,0
33358,0
2834,0
24320,0
9577,0
18224,0
5906,0
37274,0
18407,0
28589,1
14215,0
23733,0
18026,0
40299,1
30039,0
38908,0
13758,0
19879,0
35276,0
34650,0
40311,0
25899,0
23102,0
30938,0
14053,0
4736,0
1580,0
28917,0
19617,0
39854,0
37515,0
20364,0
1216,0
9065,0
2539,0
29341,0
7843,0
10832,1
20859,0
11427,0
26223,0
33007,0
20395,0
8983,0
3125,0
3292,0
9457,0
11720,0
25612,0
36871,1
7448,0
5098,0
8379,0
31706,0
7443,0
6703,0
222,0
8834,0
23210,0
40642,0
8399,0
32942,0
1566,0
15105,1
1298,0
12125,0
12509,0
13007,1
12155,0
31613,0
29396,1
24955,0
15439,0
19039,0
3660,1
20121,0
29019,1
20063,0
23970,0
25742,0
37197,0
27845,1
12330,0
32956,0
27598,0
39568,0
17167,0
32531,0
13160,0
29509,0
7296,0
34718,0
40977,1
13947,0
38629,0
3963,0
39452,0
39581,0
15733,0
37699,0
6065,0
20666,0
19351,0
28477,1
4640,0
33492,0
39706,0
38655,0
39406,0
13038,0
40039,1
19117,0
36750,0
23525,0
9467,0
767,0
7495,0
24550,0
28257,0
39505,0
15216,0
35706,0
16342,0
25392,0
27820,0
1330,0
10379,0
12063,0
12971,0
17190,0
14813,0
32377,0
35580,0
37328,0
35816,0
19259,0
24032,1
12607,0
23810,0
31700,0
22437,0
19492,0
25611,0
21609,0
20152,0
39906,1
16144,1
33261,0
37499,0
22427,0
20260,0
14605,0
4617,0
32331,0
21394,0
5275,0
17482,0
23397,0
5858,0
15960,0
32448,0
29916,0
25289,0
24441,0
7963,0
11840,0
36909,1
19414,0
34976,0
36904,0
5256,0
35260,0
23724,0
16378,0
28560,1
36048,1
23016,0
33014,0
24088,0
34316,1
21458,0
21970,0
31179,0
28480,0
2823,0
32281,0
31186,0
7704,0
10276,0
31521,0
33440,0
8957,0
34505,0
822,0
35059,0
20292,0
26705,0
31620,0
9607,0
24712,0
5210,0
6403,0
19942,1
12243,0
23305,0
12824,0
16513,0
28338,0
40309,0
34571,0
11846,0
13915,0
28461,0
4895,0
20958,0
7038,0
6141,0
5422,0
16465,0
20076,0
31372,0
39590,1
32445,0
40034,1
3843,0
9469,0
2402,0
1538,0
5809,0
17299,0
5010,0
8136,0
16740,0
34271,0
30506,0
14390,0
1051,0
18217,0
37839,1
32026,0
13580,0
2953,0
18261,0
30748,1
10362,0
26562,0
40146,1
15888,0
9492,0
28923,0
12105,0
24672,0
33633,0
13377,0
7586,0
555,0
26431,0
10851,0
35076,0
13405,1
16929,0
21948,0
17016,0
10486,0
23040,0
19020,0
6586,0
18714,0
36686,0
381,0
40356,0
1586,0
13092,0
4049,1
30950,0
33566,0
13704,0
8095,0
12091,0
4589,0
26187,0
24208,0
23014,0
23967,0
15266,0
14153,0
10228,0
2367,0
14481,0
15427,0
10875,0
33970,0
2386,0
1673,0
2581,0
11259,0
14992,0
40623,1
9684,0
14569,0
26597,0
18024,0
11752,0
38458,0
11695,0
26657,0
37295,1
20628,1
8656,0
19181,0
29296,0
35387,0
18249,1
25624,0
35161,0
6990,0
9391,0
777,0
35004,0
10868,0
4833,0
38180,0
1899,0
36398,1
4353,0
40939,1
32268,0
23677,0
39238,0
13234,0
28869,0
41136,0
5617,1
33120,0
15823,0
21486,0
17248,0
